kind,config_id,input_rel,mace_output_rel,final_energy_eV,slab_id,label
h_ads,mp-1225687_h111_t0__bridge_14,ads_structures/mp-1225687_h111_t0/bridge_14.vasp,mace_runs/h_ads/mp-1225687_h111_t0__bridge_14,-1110.0438232421875,mp-1225687_h111_t0,bridge_14
h_ads,mp-1225687_h111_t0__hollow_0,ads_structures/mp-1225687_h111_t0/hollow_0.vasp,mace_runs/h_ads/mp-1225687_h111_t0__hollow_0,-1110.11669921875,mp-1225687_h111_t0,hollow_0
h_ads,mp-1225687_h111_t0__hollow_1,ads_structures/mp-1225687_h111_t0/hollow_1.vasp,mace_runs/h_ads/mp-1225687_h111_t0__hollow_1,-1110.3275146484375,mp-1225687_h111_t0,hollow_1
h_ads,mp-1225687_h111_t0__hollow_2,ads_structures/mp-1225687_h111_t0/hollow_2.vasp,mace_runs/h_ads/mp-1225687_h111_t0__hollow_2,-1110.200927734375,mp-1225687_h111_t0,hollow_2
h_ads,mp-1225687_h111_t0__hollow_3,ads_structures/mp-1225687_h111_t0/hollow_3.vasp,mace_runs/h_ads/mp-1225687_h111_t0__hollow_3,-1110.3619384765625,mp-1225687_h111_t0,hollow_3
h_ads,mp-1225687_h111_t0__hollow_4,ads_structures/mp-1225687_h111_t0/hollow_4.vasp,mace_runs/h_ads/mp-1225687_h111_t0__hollow_4,-1110.2086181640625,mp-1225687_h111_t0,hollow_4
h_ads,mp-1225687_h111_t0__hollow_5,ads_structures/mp-1225687_h111_t0/hollow_5.vasp,mace_runs/h_ads/mp-1225687_h111_t0__hollow_5,-1110.3377685546875,mp-1225687_h111_t0,hollow_5
h_ads,mp-1225687_h111_t0__hollow_6,ads_structures/mp-1225687_h111_t0/hollow_6.vasp,mace_runs/h_ads/mp-1225687_h111_t0__hollow_6,-1110.310546875,mp-1225687_h111_t0,hollow_6
h_ads,mp-1225687_h111_t0__hollow_7,ads_structures/mp-1225687_h111_t0/hollow_7.vasp,mace_runs/h_ads/mp-1225687_h111_t0__hollow_7,-1110.1971435546875,mp-1225687_h111_t0,hollow_7
h_ads,mp-1225687_h111_t0__hollow_8,ads_structures/mp-1225687_h111_t0/hollow_8.vasp,mace_runs/h_ads/mp-1225687_h111_t0__hollow_8,-1110.1011962890625,mp-1225687_h111_t0,hollow_8
h_ads,mp-1225687_h111_t0__hollow_9,ads_structures/mp-1225687_h111_t0/hollow_9.vasp,mace_runs/h_ads/mp-1225687_h111_t0__hollow_9,-1110.25537109375,mp-1225687_h111_t0,hollow_9
h_ads,mp-1225687_h111_t1__ontop_0,ads_structures/mp-1225687_h111_t1/ontop_0.vasp,mace_runs/h_ads/mp-1225687_h111_t1__ontop_0,-1106.31201171875,mp-1225687_h111_t1,ontop_0
h_ads,mp-1225687_h111_t1__ontop_1,ads_structures/mp-1225687_h111_t1/ontop_1.vasp,mace_runs/h_ads/mp-1225687_h111_t1__ontop_1,-1106.3162841796875,mp-1225687_h111_t1,ontop_1
h_ads,mp-1225687_h111_t1__ontop_2,ads_structures/mp-1225687_h111_t1/ontop_2.vasp,mace_runs/h_ads/mp-1225687_h111_t1__ontop_2,-1106.310302734375,mp-1225687_h111_t1,ontop_2
h_ads,mp-1225687_h111_t1__ontop_3,ads_structures/mp-1225687_h111_t1/ontop_3.vasp,mace_runs/h_ads/mp-1225687_h111_t1__ontop_3,-1106.3291015625,mp-1225687_h111_t1,ontop_3
h_ads,mp-1225687_h111_t1__ontop_4,ads_structures/mp-1225687_h111_t1/ontop_4.vasp,mace_runs/h_ads/mp-1225687_h111_t1__ontop_4,-1106.2919921875,mp-1225687_h111_t1,ontop_4
h_ads,mp-1225687_h111_t1__bridge_0,ads_structures/mp-1225687_h111_t1/bridge_0.vasp,mace_runs/h_ads/mp-1225687_h111_t1__bridge_0,-1106.2314453125,mp-1225687_h111_t1,bridge_0
h_ads,mp-1225687_h111_t1__bridge_1,ads_structures/mp-1225687_h111_t1/bridge_1.vasp,mace_runs/h_ads/mp-1225687_h111_t1__bridge_1,-1106.2183837890625,mp-1225687_h111_t1,bridge_1
h_ads,mp-1225687_h111_t1__bridge_2,ads_structures/mp-1225687_h111_t1/bridge_2.vasp,mace_runs/h_ads/mp-1225687_h111_t1__bridge_2,-1106.3740234375,mp-1225687_h111_t1,bridge_2
h_ads,mp-1225687_h111_t1__bridge_3,ads_structures/mp-1225687_h111_t1/bridge_3.vasp,mace_runs/h_ads/mp-1225687_h111_t1__bridge_3,-1106.338623046875,mp-1225687_h111_t1,bridge_3
h_ads,mp-1225687_h111_t1__bridge_4,ads_structures/mp-1225687_h111_t1/bridge_4.vasp,mace_runs/h_ads/mp-1225687_h111_t1__bridge_4,-1106.40869140625,mp-1225687_h111_t1,bridge_4
h_ads,mp-1225687_h111_t1__bridge_5,ads_structures/mp-1225687_h111_t1/bridge_5.vasp,mace_runs/h_ads/mp-1225687_h111_t1__bridge_5,-1106.266357421875,mp-1225687_h111_t1,bridge_5
h_ads,mp-1225687_h111_t1__bridge_6,ads_structures/mp-1225687_h111_t1/bridge_6.vasp,mace_runs/h_ads/mp-1225687_h111_t1__bridge_6,-1106.48095703125,mp-1225687_h111_t1,bridge_6
h_ads,mp-1225687_h111_t1__bridge_7,ads_structures/mp-1225687_h111_t1/bridge_7.vasp,mace_runs/h_ads/mp-1225687_h111_t1__bridge_7,-1106.443603515625,mp-1225687_h111_t1,bridge_7
h_ads,mp-1225687_h111_t1__bridge_8,ads_structures/mp-1225687_h111_t1/bridge_8.vasp,mace_runs/h_ads/mp-1225687_h111_t1__bridge_8,-1106.328125,mp-1225687_h111_t1,bridge_8
h_ads,mp-1225687_h111_t1__bridge_9,ads_structures/mp-1225687_h111_t1/bridge_9.vasp,mace_runs/h_ads/mp-1225687_h111_t1__bridge_9,-1106.3682861328125,mp-1225687_h111_t1,bridge_9
h_ads,mp-1225687_h111_t1__bridge_10,ads_structures/mp-1225687_h111_t1/bridge_10.vasp,mace_runs/h_ads/mp-1225687_h111_t1__bridge_10,-1106.20751953125,mp-1225687_h111_t1,bridge_10
h_ads,mp-1225687_h111_t1__bridge_11,ads_structures/mp-1225687_h111_t1/bridge_11.vasp,mace_runs/h_ads/mp-1225687_h111_t1__bridge_11,-1106.209228515625,mp-1225687_h111_t1,bridge_11
h_ads,mp-1225687_h111_t1__bridge_12,ads_structures/mp-1225687_h111_t1/bridge_12.vasp,mace_runs/h_ads/mp-1225687_h111_t1__bridge_12,-1106.251708984375,mp-1225687_h111_t1,bridge_12
h_ads,mp-1225687_h111_t1__bridge_13,ads_structures/mp-1225687_h111_t1/bridge_13.vasp,mace_runs/h_ads/mp-1225687_h111_t1__bridge_13,-1106.4820556640625,mp-1225687_h111_t1,bridge_13
h_ads,mp-1225687_h111_t1__bridge_14,ads_structures/mp-1225687_h111_t1/bridge_14.vasp,mace_runs/h_ads/mp-1225687_h111_t1__bridge_14,-1106.3453369140625,mp-1225687_h111_t1,bridge_14
h_ads,mp-1225687_h111_t1__hollow_0,ads_structures/mp-1225687_h111_t1/hollow_0.vasp,mace_runs/h_ads/mp-1225687_h111_t1__hollow_0,-1106.3885498046875,mp-1225687_h111_t1,hollow_0
h_ads,mp-1225687_h111_t1__hollow_1,ads_structures/mp-1225687_h111_t1/hollow_1.vasp,mace_runs/h_ads/mp-1225687_h111_t1__hollow_1,-1106.2127685546875,mp-1225687_h111_t1,hollow_1
h_ads,mp-1225687_h111_t1__hollow_2,ads_structures/mp-1225687_h111_t1/hollow_2.vasp,mace_runs/h_ads/mp-1225687_h111_t1__hollow_2,-1106.452392578125,mp-1225687_h111_t1,hollow_2
h_ads,mp-1225687_h111_t1__hollow_3,ads_structures/mp-1225687_h111_t1/hollow_3.vasp,mace_runs/h_ads/mp-1225687_h111_t1__hollow_3,-1106.46826171875,mp-1225687_h111_t1,hollow_3
h_ads,mp-1225687_h111_t1__hollow_4,ads_structures/mp-1225687_h111_t1/hollow_4.vasp,mace_runs/h_ads/mp-1225687_h111_t1__hollow_4,-1106.42041015625,mp-1225687_h111_t1,hollow_4
h_ads,mp-1225687_h111_t1__hollow_5,ads_structures/mp-1225687_h111_t1/hollow_5.vasp,mace_runs/h_ads/mp-1225687_h111_t1__hollow_5,-1106.3587646484375,mp-1225687_h111_t1,hollow_5
h_ads,mp-1225687_h111_t1__hollow_6,ads_structures/mp-1225687_h111_t1/hollow_6.vasp,mace_runs/h_ads/mp-1225687_h111_t1__hollow_6,-1106.1806640625,mp-1225687_h111_t1,hollow_6
h_ads,mp-1225687_h111_t1__hollow_7,ads_structures/mp-1225687_h111_t1/hollow_7.vasp,mace_runs/h_ads/mp-1225687_h111_t1__hollow_7,-1106.26123046875,mp-1225687_h111_t1,hollow_7
h_ads,mp-1225687_h111_t1__hollow_8,ads_structures/mp-1225687_h111_t1/hollow_8.vasp,mace_runs/h_ads/mp-1225687_h111_t1__hollow_8,-1106.4659423828125,mp-1225687_h111_t1,hollow_8
h_ads,mp-1225687_h111_t1__hollow_9,ads_structures/mp-1225687_h111_t1/hollow_9.vasp,mace_runs/h_ads/mp-1225687_h111_t1__hollow_9,-1106.362548828125,mp-1225687_h111_t1,hollow_9
h_ads,mp-12608_h110_t0__ontop_0,ads_structures/mp-12608_h110_t0/ontop_0.vasp,mace_runs/h_ads/mp-12608_h110_t0__ontop_0,-994.5326538085938,mp-12608_h110_t0,ontop_0
h_ads,mp-12608_h110_t0__bridge_0,ads_structures/mp-12608_h110_t0/bridge_0.vasp,mace_runs/h_ads/mp-12608_h110_t0__bridge_0,-994.7067260742188,mp-12608_h110_t0,bridge_0
h_ads,mp-12608_h110_t0__bridge_1,ads_structures/mp-12608_h110_t0/bridge_1.vasp,mace_runs/h_ads/mp-12608_h110_t0__bridge_1,-994.2586669921875,mp-12608_h110_t0,bridge_1
h_ads,mp-12608_h110_t0__bridge_2,ads_structures/mp-12608_h110_t0/bridge_2.vasp,mace_runs/h_ads/mp-12608_h110_t0__bridge_2,-993.9950561523438,mp-12608_h110_t0,bridge_2
h_ads,mp-12608_h110_t0__bridge_3,ads_structures/mp-12608_h110_t0/bridge_3.vasp,mace_runs/h_ads/mp-12608_h110_t0__bridge_3,-994.2100219726562,mp-12608_h110_t0,bridge_3
h_ads,mp-12608_h110_t0__bridge_4,ads_structures/mp-12608_h110_t0/bridge_4.vasp,mace_runs/h_ads/mp-12608_h110_t0__bridge_4,-994.6153564453125,mp-12608_h110_t0,bridge_4
h_ads,mp-12608_h110_t0__bridge_5,ads_structures/mp-12608_h110_t0/bridge_5.vasp,mace_runs/h_ads/mp-12608_h110_t0__bridge_5,-994.0155639648438,mp-12608_h110_t0,bridge_5
h_ads,mp-12608_h110_t0__bridge_6,ads_structures/mp-12608_h110_t0/bridge_6.vasp,mace_runs/h_ads/mp-12608_h110_t0__bridge_6,-994.7687377929688,mp-12608_h110_t0,bridge_6
h_ads,mp-12608_h110_t0__bridge_7,ads_structures/mp-12608_h110_t0/bridge_7.vasp,mace_runs/h_ads/mp-12608_h110_t0__bridge_7,-994.105224609375,mp-12608_h110_t0,bridge_7
h_ads,mp-12608_h110_t1__ontop_0,ads_structures/mp-12608_h110_t1/ontop_0.vasp,mace_runs/h_ads/mp-12608_h110_t1__ontop_0,-990.530029296875,mp-12608_h110_t1,ontop_0
h_ads,mp-12608_h110_t1__ontop_1,ads_structures/mp-12608_h110_t1/ontop_1.vasp,mace_runs/h_ads/mp-12608_h110_t1__ontop_1,-991.418701171875,mp-12608_h110_t1,ontop_1
h_ads,mp-12608_h110_t1__ontop_2,ads_structures/mp-12608_h110_t1/ontop_2.vasp,mace_runs/h_ads/mp-12608_h110_t1__ontop_2,-991.2630004882812,mp-12608_h110_t1,ontop_2
h_ads,mp-12608_h110_t1__ontop_3,ads_structures/mp-12608_h110_t1/ontop_3.vasp,mace_runs/h_ads/mp-12608_h110_t1__ontop_3,-991.580810546875,mp-12608_h110_t1,ontop_3
h_ads,mp-12608_h110_t1__bridge_0,ads_structures/mp-12608_h110_t1/bridge_0.vasp,mace_runs/h_ads/mp-12608_h110_t1__bridge_0,-991.5850219726562,mp-12608_h110_t1,bridge_0
h_ads,mp-12608_h110_t1__bridge_1,ads_structures/mp-12608_h110_t1/bridge_1.vasp,mace_runs/h_ads/mp-12608_h110_t1__bridge_1,-991.6725463867188,mp-12608_h110_t1,bridge_1
h_ads,mp-12608_h110_t1__bridge_2,ads_structures/mp-12608_h110_t1/bridge_2.vasp,mace_runs/h_ads/mp-12608_h110_t1__bridge_2,-991.66845703125,mp-12608_h110_t1,bridge_2
h_ads,mp-12608_h110_t1__bridge_3,ads_structures/mp-12608_h110_t1/bridge_3.vasp,mace_runs/h_ads/mp-12608_h110_t1__bridge_3,-991.4443359375,mp-12608_h110_t1,bridge_3
h_ads,mp-12608_h110_t1__bridge_4,ads_structures/mp-12608_h110_t1/bridge_4.vasp,mace_runs/h_ads/mp-12608_h110_t1__bridge_4,-991.5834350585938,mp-12608_h110_t1,bridge_4
h_ads,mp-12798_h100_t0__ontop_0,ads_structures/mp-12798_h100_t0/ontop_0.vasp,mace_runs/h_ads/mp-12798_h100_t0__ontop_0,-322.25592041015625,mp-12798_h100_t0,ontop_0
h_ads,mp-12798_h100_t0__ontop_1,ads_structures/mp-12798_h100_t0/ontop_1.vasp,mace_runs/h_ads/mp-12798_h100_t0__ontop_1,-322.4679870605469,mp-12798_h100_t0,ontop_1
h_ads,mp-12798_h100_t0__bridge_0,ads_structures/mp-12798_h100_t0/bridge_0.vasp,mace_runs/h_ads/mp-12798_h100_t0__bridge_0,-322.7635803222656,mp-12798_h100_t0,bridge_0
h_ads,mp-12798_h100_t0__bridge_1,ads_structures/mp-12798_h100_t0/bridge_1.vasp,mace_runs/h_ads/mp-12798_h100_t0__bridge_1,-322.6901550292969,mp-12798_h100_t0,bridge_1
h_ads,mp-12798_h100_t1__ontop_0,ads_structures/mp-12798_h100_t1/ontop_0.vasp,mace_runs/h_ads/mp-12798_h100_t1__ontop_0,-315.9750671386719,mp-12798_h100_t1,ontop_0
h_ads,mp-12798_h100_t1__bridge_0,ads_structures/mp-12798_h100_t1/bridge_0.vasp,mace_runs/h_ads/mp-12798_h100_t1__bridge_0,-316.39141845703125,mp-12798_h100_t1,bridge_0
h_ads,mp-12798_h100_t1__bridge_1,ads_structures/mp-12798_h100_t1/bridge_1.vasp,mace_runs/h_ads/mp-12798_h100_t1__bridge_1,-316.23175048828125,mp-12798_h100_t1,bridge_1
h_ads,mp-12798_h100_t1__bridge_2,ads_structures/mp-12798_h100_t1/bridge_2.vasp,mace_runs/h_ads/mp-12798_h100_t1__bridge_2,-316.37255859375,mp-12798_h100_t1,bridge_2
h_ads,mp-12798_h110_t0__ontop_0,ads_structures/mp-12798_h110_t0/ontop_0.vasp,mace_runs/h_ads/mp-12798_h110_t0__ontop_0,-408.2955017089844,mp-12798_h110_t0,ontop_0
h_ads,mp-12798_h110_t0__ontop_1,ads_structures/mp-12798_h110_t0/ontop_1.vasp,mace_runs/h_ads/mp-12798_h110_t0__ontop_1,-408.54766845703125,mp-12798_h110_t0,ontop_1
h_ads,mp-12798_h110_t0__bridge_0,ads_structures/mp-12798_h110_t0/bridge_0.vasp,mace_runs/h_ads/mp-12798_h110_t0__bridge_0,-408.79833984375,mp-12798_h110_t0,bridge_0
h_ads,mp-12798_h110_t0__bridge_1,ads_structures/mp-12798_h110_t0/bridge_1.vasp,mace_runs/h_ads/mp-12798_h110_t0__bridge_1,-408.79541015625,mp-12798_h110_t0,bridge_1
h_ads,mp-12798_h110_t0__bridge_2,ads_structures/mp-12798_h110_t0/bridge_2.vasp,mace_runs/h_ads/mp-12798_h110_t0__bridge_2,-408.8729248046875,mp-12798_h110_t0,bridge_2
h_ads,mp-12798_h110_t0__bridge_3,ads_structures/mp-12798_h110_t0/bridge_3.vasp,mace_runs/h_ads/mp-12798_h110_t0__bridge_3,-408.72650146484375,mp-12798_h110_t0,bridge_3
h_ads,mp-12798_h110_t1__ontop_0,ads_structures/mp-12798_h110_t1/ontop_0.vasp,mace_runs/h_ads/mp-12798_h110_t1__ontop_0,-404.8415222167969,mp-12798_h110_t1,ontop_0
h_ads,mp-12798_h110_t1__bridge_0,ads_structures/mp-12798_h110_t1/bridge_0.vasp,mace_runs/h_ads/mp-12798_h110_t1__bridge_0,-404.7135925292969,mp-12798_h110_t1,bridge_0
h_ads,mp-12798_h110_t1__bridge_1,ads_structures/mp-12798_h110_t1/bridge_1.vasp,mace_runs/h_ads/mp-12798_h110_t1__bridge_1,-404.6716003417969,mp-12798_h110_t1,bridge_1
h_ads,mp-12798_h110_t1__bridge_2,ads_structures/mp-12798_h110_t1/bridge_2.vasp,mace_runs/h_ads/mp-12798_h110_t1__bridge_2,-404.56060791015625,mp-12798_h110_t1,bridge_2
h_ads,mp-12798_h110_t1__bridge_3,ads_structures/mp-12798_h110_t1/bridge_3.vasp,mace_runs/h_ads/mp-12798_h110_t1__bridge_3,-404.6401062011719,mp-12798_h110_t1,bridge_3
h_ads,mp-12798_h110_t1__bridge_4,ads_structures/mp-12798_h110_t1/bridge_4.vasp,mace_runs/h_ads/mp-12798_h110_t1__bridge_4,-404.84393310546875,mp-12798_h110_t1,bridge_4
h_ads,mp-12798_h111_t0__ontop_0,ads_structures/mp-12798_h111_t0/ontop_0.vasp,mace_runs/h_ads/mp-12798_h111_t0__ontop_0,-550.0154418945312,mp-12798_h111_t0,ontop_0
h_ads,mp-12798_h111_t0__ontop_1,ads_structures/mp-12798_h111_t0/ontop_1.vasp,mace_runs/h_ads/mp-12798_h111_t0__ontop_1,-550.252197265625,mp-12798_h111_t0,ontop_1
h_ads,mp-12798_h111_t0__bridge_0,ads_structures/mp-12798_h111_t0/bridge_0.vasp,mace_runs/h_ads/mp-12798_h111_t0__bridge_0,-550.5047607421875,mp-12798_h111_t0,bridge_0
h_ads,mp-12798_h111_t0__bridge_1,ads_structures/mp-12798_h111_t0/bridge_1.vasp,mace_runs/h_ads/mp-12798_h111_t0__bridge_1,-550.41943359375,mp-12798_h111_t0,bridge_1
h_ads,mp-12798_h111_t0__bridge_2,ads_structures/mp-12798_h111_t0/bridge_2.vasp,mace_runs/h_ads/mp-12798_h111_t0__bridge_2,-550.488037109375,mp-12798_h111_t0,bridge_2
h_ads,mp-12798_h111_t0__hollow_0,ads_structures/mp-12798_h111_t0/hollow_0.vasp,mace_runs/h_ads/mp-12798_h111_t0__hollow_0,-550.505859375,mp-12798_h111_t0,hollow_0
h_ads,mp-12798_h111_t0__hollow_1,ads_structures/mp-12798_h111_t0/hollow_1.vasp,mace_runs/h_ads/mp-12798_h111_t0__hollow_1,-550.4903564453125,mp-12798_h111_t0,hollow_1
h_ads,mp-12798_h111_t0__hollow_2,ads_structures/mp-12798_h111_t0/hollow_2.vasp,mace_runs/h_ads/mp-12798_h111_t0__hollow_2,-550.513427734375,mp-12798_h111_t0,hollow_2
h_ads,mp-12798_h111_t0__hollow_3,ads_structures/mp-12798_h111_t0/hollow_3.vasp,mace_runs/h_ads/mp-12798_h111_t0__hollow_3,-550.4947509765625,mp-12798_h111_t0,hollow_3
h_ads,mp-644311_h100_t0__ontop_0,ads_structures/mp-644311_h100_t0/ontop_0.vasp,mace_runs/h_ads/mp-644311_h100_t0__ontop_0,-727.3184814453125,mp-644311_h100_t0,ontop_0
h_ads,mp-644311_h100_t0__ontop_1,ads_structures/mp-644311_h100_t0/ontop_1.vasp,mace_runs/h_ads/mp-644311_h100_t0__ontop_1,-727.468994140625,mp-644311_h100_t0,ontop_1
h_ads,mp-644311_h100_t0__ontop_2,ads_structures/mp-644311_h100_t0/ontop_2.vasp,mace_runs/h_ads/mp-644311_h100_t0__ontop_2,-727.1279296875,mp-644311_h100_t0,ontop_2
h_ads,mp-644311_h100_t0__ontop_3,ads_structures/mp-644311_h100_t0/ontop_3.vasp,mace_runs/h_ads/mp-644311_h100_t0__ontop_3,-727.1022338867188,mp-644311_h100_t0,ontop_3
h_ads,mp-644311_h100_t0__bridge_0,ads_structures/mp-644311_h100_t0/bridge_0.vasp,mace_runs/h_ads/mp-644311_h100_t0__bridge_0,-727.203125,mp-644311_h100_t0,bridge_0
